boxes,frame_index,class_label,bounding_box,confidence_score
785,0428,person,"[1153.2373046875, 1682.3221435546875, 1752.693603515625, 2154.25537109375]",0.6000217795372009
786,0428,tv,"[614.1212768554688, 76.09652709960938, 3526.666015625, 2096.88818359375]",0.41151589155197144
787,0428,cell phone,"[614.1212768554688, 76.09652709960938, 3526.666015625, 2096.88818359375]",0.28810471296310425
788,0429,tv,"[612.7483520507812, 76.12051391601562, 3523.821533203125, 2107.9619140625]",0.4404166042804718
789,0429,cell phone,"[612.7483520507812, 76.12051391601562, 3523.821533203125, 2107.9619140625]",0.34495916962623596
790,0430,cell phone,"[608.7301025390625, 73.68447875976562, 3524.217041015625, 2112.982421875]",0.4472184181213379
791,0430,tv,"[608.7301025390625, 73.68447875976562, 3524.217041015625, 2112.982421875]",0.3667139708995819
792,0431,tv,"[606.2384033203125, 75.94363403320312, 3524.27001953125, 2108.3642578125]",0.43698450922966003
793,0431,cell phone,"[606.2384033203125, 75.94363403320312, 3524.27001953125, 2108.3642578125]",0.32408538460731506
794,0432,tv,"[607.2322998046875, 70.52655029296875, 3525.25341796875, 2107.51025390625]",0.4052034616470337
795,0432,cell phone,"[607.2322998046875, 70.52655029296875, 3525.25341796875, 2107.51025390625]",0.39945653080940247
796,0433,cell phone,"[607.9374389648438, 74.41470336914062, 3523.34375, 2111.06591796875]",0.40404945611953735
797,0433,tv,"[607.9374389648438, 74.41470336914062, 3523.34375, 2111.06591796875]",0.33286312222480774
798,0434,tv,"[608.0396118164062, 73.52774047851562, 3525.21630859375, 2109.46826171875]",0.403738796710968
799,0434,cell phone,"[608.0396118164062, 73.52774047851562, 3525.21630859375, 2109.46826171875]",0.3872247636318207
800,0435,tv,"[609.487060546875, 78.78277587890625, 3524.199462890625, 2109.480712890625]",0.4053710401058197
801,0435,cell phone,"[609.487060546875, 78.78277587890625, 3524.199462890625, 2109.480712890625]",0.4035792648792267
802,0436,cell phone,"[518.8734741210938, 75.98931884765625, 3527.193603515625, 2102.94677734375]",0.5897337198257446
803,0436,tv,"[518.8734741210938, 75.98931884765625, 3527.193603515625, 2102.94677734375]",0.47516366839408875
804,0437,person,"[283.75335693359375, 919.8699951171875, 1322.911865234375, 2134.60302734375]",0.8129611611366272
805,0437,tv,"[489.60443115234375, 82.02877807617188, 3509.306396484375, 2107.16943359375]",0.4962974488735199
806,0437,tv,"[1.2993621826171875, 480.1866455078125, 463.67633056640625, 1734.396484375]",0.2632206082344055
807,0438,person,"[566.595458984375, 1313.38916015625, 1483.945068359375, 2140.80908203125]",0.7707722187042236
808,0438,tv,"[527.6954956054688, 82.714599609375, 3515.76220703125, 2084.397216796875]",0.41341379284858704
809,0438,tv,"[0.8997573852539062, 479.0402526855469, 460.0514831542969, 1726.4564208984375]",0.341346800327301
810,0438,person,"[27.256072998046875, 1321.1929931640625, 1491.166748046875, 2142.23828125]",0.2930680811405182
811,0438,cell phone,"[527.6954956054688, 82.714599609375, 3515.76220703125, 2084.397216796875]",0.25851497054100037
812,0439,person,"[1.7819137573242188, 1470.580810546875, 869.6904296875, 2144.939453125]",0.7765278220176697
813,0439,cell phone,"[494.693115234375, 74.12246704101562, 3529.927001953125, 2094.271728515625]",0.7447016835212708
814,0439,tv,"[494.693115234375, 74.12246704101562, 3529.927001953125, 2094.271728515625]",0.33834096789360046
815,0440,person,"[1172.689697265625, 1556.166748046875, 2154.8681640625, 2149.64794921875]",0.7584764361381531
816,0440,tv,"[521.9331665039062, 76.07510375976562, 3529.66845703125, 2086.92138671875]",0.5678088665008545
817,0440,cell phone,"[521.9331665039062, 76.07510375976562, 3529.66845703125, 2086.92138671875]",0.5311687588691711
818,0441,cell phone,"[610.071533203125, 74.65667724609375, 3526.75244140625, 2096.37109375]",0.43834370374679565
819,0441,tv,"[610.071533203125, 74.65667724609375, 3526.75244140625, 2096.37109375]",0.31478506326675415
820,0441,person,"[1012.3057250976562, 1609.5205078125, 1743.930419921875, 2148.390625]",0.27926379442214966
821,0442,cell phone,"[552.667236328125, 59.474945068359375, 3535.541015625, 2111.49267578125]",0.6452884674072266
822,0442,person,"[2.438873291015625, 2.4371337890625, 1155.835693359375, 1079.7139892578125]",0.5089704990386963
823,0442,tv,"[552.667236328125, 59.474945068359375, 3535.541015625, 2111.49267578125]",0.2690734565258026
824,0443,person,"[869.1156005859375, 1750.184814453125, 2481.78125, 2160.0]",0.40112775564193726
825,0443,tv,"[590.8040771484375, 67.76129150390625, 3523.4619140625, 2097.773193359375]",0.37487897276878357
826,0443,cell phone,"[590.8040771484375, 67.76129150390625, 3523.4619140625, 2097.773193359375]",0.3561452329158783
827,0444,person,"[1458.521240234375, 1466.628662109375, 2702.236572265625, 2149.244140625]",0.8485357165336609
828,0444,tv,"[594.7587890625, 90.3819580078125, 3521.933349609375, 2102.0810546875]",0.6217349171638489
829,0444,tv,"[0.8134689331054688, 477.57940673828125, 459.9055480957031, 1728.41015625]",0.3077804744243622
830,0445,person,"[213.4589080810547, 1484.72607421875, 1321.36572265625, 2144.5859375]",0.734466016292572
831,0445,cell phone,"[588.2918701171875, 74.4649658203125, 3524.44189453125, 2105.05712890625]",0.5065973401069641
832,0446,person,"[3.2552490234375, 1332.214111328125, 985.8131103515625, 2142.89599609375]",0.850124716758728
833,0446,cell phone,"[602.0773315429688, 92.08401489257812, 3515.71875, 2098.759765625]",0.29579973220825195
834,0446,tv,"[602.0773315429688, 92.08401489257812, 3515.71875, 2098.759765625]",0.2566267251968384
835,0447,tv,"[491.411865234375, 70.17086791992188, 3507.54052734375, 2107.6591796875]",0.3304305076599121
836,0448,car,"[1307.94677734375, 817.440185546875, 1431.2406005859375, 910.096435546875]",0.6010540127754211
837,0448,tv,"[565.3333740234375, 72.53787231445312, 3507.66845703125, 2099.81494140625]",0.5217795968055725
838,0448,car,"[1069.5579833984375, 798.4150390625, 1316.88232421875, 955.3701171875]",0.36032024025917053
839,0449,person,"[0.0, 306.8668212890625, 1567.9515380859375, 2133.095703125]",0.8728406429290771
840,0449,tv,"[619.4631958007812, 79.70919799804688, 3541.0498046875, 2143.878662109375]",0.868381679058075
841,0449,car,"[1729.843017578125, 1018.6297607421875, 1855.12451171875, 1094.4554443359375]",0.47733718156814575
842,0450,tv,"[0.9011764526367188, 480.437255859375, 463.6559143066406, 1733.975830078125]",0.29913797974586487
843,0451,tv,"[0.8336563110351562, 480.15460205078125, 459.8748779296875, 1731.18505859375]",0.5210201740264893
844,0451,person,"[720.2437133789062, 979.7964477539062, 1765.87109375, 2128.2880859375]",0.3326144516468048
845,0452,tv,"[566.13720703125, 68.34832763671875, 3509.300537109375, 2097.53271484375]",0.6264301538467407
846,0453,person,"[534.1959228515625, 1169.289306640625, 1563.516845703125, 2133.027099609375]",0.752903401851654
847,0453,person,"[9.067108154296875, 1142.945556640625, 1570.7149658203125, 2135.587890625]",0.27076151967048645
848,0453,tv,"[439.140380859375, 84.7269287109375, 3514.447998046875, 2100.77734375]",0.26119911670684814
849,0454,person,"[963.456787109375, 1675.3648681640625, 2120.03271484375, 2152.078857421875]",0.7237402200698853
850,0454,tv,"[516.322998046875, 59.75921630859375, 3533.314453125, 2086.69140625]",0.34431618452072144
851,0455,person,"[1019.9529418945312, 1097.8609619140625, 2269.224365234375, 2136.088623046875]",0.6770289540290833
852,0455,cell phone,"[456.160400390625, 72.32839965820312, 3526.8203125, 2094.14013671875]",0.3318355083465576
853,0456,person,"[529.5040283203125, 1106.67529296875, 1762.5810546875, 2134.84326171875]",0.6999821066856384
854,0456,laptop,"[380.038330078125, 63.778289794921875, 3535.748046875, 2092.1181640625]",0.45902734994888306
855,0457,tv,"[491.67864990234375, 72.86709594726562, 3508.78271484375, 2104.6669921875]",0.4870784282684326
856,0457,cell phone,"[491.67864990234375, 72.86709594726562, 3508.78271484375, 2104.6669921875]",0.2773546576499939
857,0458,cell phone,"[553.7030639648438, 67.88209533691406, 3541.318359375, 2087.150634765625]",0.7787299752235413
858,0458,person,"[811.8812255859375, 786.4305419921875, 2604.8076171875, 2130.8212890625]",0.5681750774383545
859,0459,car,"[1785.427734375, 824.07080078125, 2254.520263671875, 1081.1240234375]",0.6349724531173706
860,0459,person,"[1334.922607421875, 1401.7606201171875, 2367.15234375, 2139.16259765625]",0.4892003536224365
861,0459,cell phone,"[561.0816650390625, 56.6832275390625, 3533.29248046875, 2075.64208984375]",0.3415634036064148
862,0459,tv,"[561.0816650390625, 56.6832275390625, 3533.29248046875, 2075.64208984375]",0.29948699474334717
863,0459,car,"[1784.495361328125, 824.9657592773438, 2257.6123046875, 1080.4866943359375]",0.25372445583343506
864,0460,tv,"[594.1534423828125, 59.85612487792969, 3528.2080078125, 2079.87255859375]",0.7087536454200745
865,0460,person,"[1247.5462646484375, 1767.451904296875, 2240.3134765625, 2149.091796875]",0.36945560574531555
866,0460,tv,"[0.87799072265625, 477.7950439453125, 460.70941162109375, 1722.3621826171875]",0.2569255828857422
867,0461,person,"[469.9390869140625, 966.1693725585938, 1456.528076171875, 2131.374267578125]",0.7279505729675293
868,0461,tv,"[1.1019058227539062, 477.6433410644531, 465.13494873046875, 1726.0418701171875]",0.43726229667663574
869,0461,tv,"[497.01654052734375, 81.966064453125, 3519.83154296875, 2105.641845703125]",0.3650597929954529
870,0462,tv,"[576.5114135742188, 71.53582763671875, 3512.88427734375, 2100.85595703125]",0.7870233654975891
871,0463,car,"[1786.402587890625, 823.431884765625, 2255.146484375, 1080.401123046875]",0.7561891078948975
872,0463,person,"[286.40936279296875, 1597.9346923828125, 1050.906494140625, 2150.4326171875]",0.6088920831680298
873,0463,tv,"[478.639892578125, 57.6793212890625, 3528.29150390625, 2090.7998046875]",0.3685424029827118
874,0463,mouse,"[0.41213035583496094, 1446.152099609375, 90.38235473632812, 1716.5650634765625]",0.2583935856819153
875,0464,car,"[1785.1300048828125, 825.0346069335938, 2257.740234375, 1079.5384521484375]",0.7248606085777283
876,0464,tv,"[545.8948974609375, 60.197021484375, 3530.9052734375, 2104.51416015625]",0.3369322717189789
877,0464,cell phone,"[545.8948974609375, 60.197021484375, 3530.9052734375, 2104.51416015625]",0.31462422013282776
878,0465,car,"[1786.28466796875, 824.714599609375, 2255.0498046875, 1080.1785888671875]",0.47465187311172485
879,0465,car,"[1785.8243408203125, 825.5040283203125, 2257.89013671875, 1079.44677734375]",0.43464407324790955
880,0465,tv,"[556.4877319335938, 59.93206787109375, 3531.664306640625, 2104.296630859375]",0.4233320951461792
881,0466,person,"[3.3522491455078125, 1177.9647216796875, 1554.5709228515625, 2138.85888671875]",0.8369120359420776
882,0466,cell phone,"[512.9998168945312, 63.694976806640625, 3533.17138671875, 2073.443115234375]",0.46734410524368286
883,0466,cell phone,"[1.00250244140625, 475.10382080078125, 462.76239013671875, 1755.9019775390625]",0.38441938161849976
884,0466,tv,"[512.9998168945312, 63.694976806640625, 3533.17138671875, 2073.443115234375]",0.2627086341381073
885,0467,person,"[1466.9693603515625, 1689.6591796875, 2685.775634765625, 2155.9970703125]",0.7663103938102722
886,0467,tv,"[619.35791015625, 68.1632080078125, 3525.69482421875, 2104.501953125]",0.4494565725326538
887,0467,cell phone,"[619.35791015625, 68.1632080078125, 3525.69482421875, 2104.501953125]",0.29777973890304565
888,0468,tv,"[604.8821411132812, 76.83984375, 3523.60400390625, 2112.783203125]",0.4615952968597412
889,0468,cell phone,"[604.8821411132812, 76.83984375, 3523.60400390625, 2112.783203125]",0.29204151034355164
890,0469,truck,"[127.35736083984375, 438.29058837890625, 3695.920166015625, 2089.119384765625]",0.8961859345436096
891,0469,person,"[2647.0302734375, 483.8531494140625, 3466.48388671875, 983.5316162109375]",0.5554525256156921
892,0469,person,"[2700.939208984375, 479.61181640625, 3450.207275390625, 979.4148559570312]",0.2731595039367676
893,0470,cell phone,"[1580.613037109375, 199.89193725585938, 2491.62353515625, 777.2650146484375]",0.3402312397956848
894,0471,truck,"[404.924560546875, 0.0, 3817.59765625, 2139.826904296875]",0.8473321795463562
895,0472,truck,"[34.22332763671875, 0.0, 3420.03271484375, 2129.32373046875]",0.6596002578735352
896,0472,car,"[34.22332763671875, 0.0, 3420.03271484375, 2129.32373046875]",0.29289641976356506
897,0473,car,"[515.833740234375, 162.50372314453125, 3840.0, 2130.484619140625]",0.5598205327987671
898,0473,car,"[624.97705078125, 159.0120849609375, 3834.568359375, 1705.0404052734375]",0.5382702946662903
899,0474,cell phone,"[776.4805908203125, 13.8262939453125, 3197.265380859375, 1442.1904296875]",0.6628642678260803
900,0475,car,"[109.77484130859375, 0.0, 3833.778076171875, 2127.9404296875]",0.36628398299217224
901,0475,tv,"[763.2017211914062, 0.0, 3202.445068359375, 1076.43359375]",0.3544374108314514
902,0476,laptop,"[0.0, 102.03277587890625, 3075.64599609375, 2151.11376953125]",0.5239149332046509
903,0477,car,"[474.01226806640625, 522.2484741210938, 3653.0166015625, 1844.228759765625]",0.8972753882408142
904,0478,truck,"[315.6829833984375, 192.94903564453125, 3272.326904296875, 1955.498291015625]",0.9191755056381226
905,0479,car,"[746.9291381835938, 0.0, 3840.0, 2140.1552734375]",0.5335237383842468
906,0479,truck,"[746.9291381835938, 0.0, 3840.0, 2140.1552734375]",0.46587181091308594
907,0480,car,"[76.5791015625, 162.53439331054688, 3830.12890625, 2112.2177734375]",0.6305254101753235
908,0482,cell phone,"[954.3760986328125, 727.3275146484375, 2796.7041015625, 2145.096435546875]",0.42252233624458313
909,0482,car,"[0.0, 2.2620849609375, 3830.876953125, 2134.20263671875]",0.2528136372566223
910,0483,cell phone,"[303.70550537109375, 218.58572387695312, 3670.7138671875, 1504.4677734375]",0.3093133568763733
911,0484,motorcycle,"[128.240478515625, 0.0, 3840.0, 2156.615234375]",0.38168400526046753
912,0485,car,"[40.11676025390625, 0.0, 3839.650634765625, 2124.29443359375]",0.42215678095817566
913,0486,chair,"[3.6800994873046875, 119.65869140625, 1243.6917724609375, 1501.9207763671875]",0.5511311888694763
914,0486,cell phone,"[2274.63525390625, 1111.75341796875, 3273.11279296875, 1744.851806640625]",0.43432632088661194
915,0486,chair,"[16.57415771484375, 101.95294189453125, 2155.807373046875, 2099.39794921875]",0.4316447675228119
916,0486,chair,"[2918.152587890625, 268.8681335449219, 3840.0, 2128.4736328125]",0.29277101159095764
917,0487,chair,"[2366.750732421875, 283.58660888671875, 3835.939453125, 2124.529296875]",0.7763604521751404
918,0487,chair,"[3.36968994140625, 169.65362548828125, 1437.629150390625, 2116.549072265625]",0.4263348877429962
919,0487,cell phone,"[1877.740966796875, 1109.95068359375, 2858.90869140625, 1742.78369140625]",0.4113706350326538
920,0487,chair,"[2.0687255859375, 166.7574462890625, 1747.6314697265625, 2129.851318359375]",0.3686324954032898
921,0487,tv,"[1877.740966796875, 1109.95068359375, 2858.90869140625, 1742.78369140625]",0.27676478028297424
922,0488,cell phone,"[343.07867431640625, 24.432769775390625, 3604.884521484375, 2096.65673828125]",0.46906423568725586
923,0488,tv,"[343.07867431640625, 24.432769775390625, 3604.884521484375, 2096.65673828125]",0.3365122377872467
924,0489,person,"[1759.4410400390625, 1190.621826171875, 2827.745361328125, 2134.802734375]",0.7739673256874084
925,0489,cell phone,"[324.90765380859375, 22.582763671875, 3611.26904296875, 2098.444091796875]",0.6323965787887573
926,0491,motorcycle,"[103.14129638671875, 153.419677734375, 3840.0, 2132.137451171875]",0.7707194685935974
927,0492,car,"[3090.990966796875, 1.5474128723144531, 3831.339111328125, 421.14471435546875]",0.7571777105331421
928,0492,motorcycle,"[0.0, 0.0, 3840.0, 2144.97021484375]",0.7331506013870239
929,0492,motorcycle,"[10.644012451171875, 13.8446044921875, 3776.332763671875, 2142.39794921875]",0.437813401222229
930,0493,car,"[797.1567993164062, 1687.584716796875, 3091.730712890625, 2141.3857421875]",0.44323796033859253
931,0497,train,"[200.1298828125, 10.103302001953125, 3656.86376953125, 2160.0]",0.37316370010375977
932,0497,suitcase,"[200.1298828125, 10.103302001953125, 3656.86376953125, 2160.0]",0.27244797348976135
933,0498,train,"[0.0, 14.928314208984375, 3840.0, 2137.138916015625]",0.49382689595222473
934,0499,car,"[787.3575439453125, 4.86767578125, 3837.564697265625, 2127.388916015625]",0.8893294334411621
935,0500,truck,"[1093.7425537109375, 555.5865478515625, 3510.63427734375, 1672.3897705078125]",0.5975271463394165
936,0501,truck,"[826.5624389648438, 349.8254699707031, 2664.1943359375, 1990.72705078125]",0.532443642616272
937,0501,car,"[826.5624389648438, 349.8254699707031, 2664.1943359375, 1990.72705078125]",0.255007266998291
938,0502,car,"[1006.0830688476562, 402.8183898925781, 2808.51953125, 1954.0177001953125]",0.710797905921936
939,0503,car,"[0.0, 7.81182861328125, 2650.310546875, 2132.25244140625]",0.3500632643699646
940,0505,parking meter,"[1596.4324951171875, 8.137481689453125, 3833.4931640625, 2104.0244140625]",0.5122033953666687
941,0506,car,"[0.0, 21.51708984375, 3815.5654296875, 2145.613037109375]",0.5068114399909973
942,0507,car,"[0.0, 0.0, 3833.291015625, 2113.65576171875]",0.657913327217102
943,0508,car,"[5.95953369140625, 0.0, 3840.0, 2114.18359375]",0.5880149602890015
944,0509,cell phone,"[1920.0106201171875, 150.81454467773438, 3210.059326171875, 974.38330078125]",0.8730859160423279
945,0509,cell phone,"[76.95684814453125, 129.94647216796875, 1742.918701171875, 1792.699951171875]",0.6663490533828735
946,0510,cell phone,"[1797.5595703125, 156.9236297607422, 3072.59716796875, 972.7952880859375]",0.8271853923797607
947,0510,cell phone,"[0.0, 137.00161743164062, 1599.8865966796875, 1791.7767333984375]",0.4586690664291382
948,0510,parking meter,"[0.0, 137.00161743164062, 1599.8865966796875, 1791.7767333984375]",0.40005746483802795
949,0511,cell phone,"[1661.3485107421875, 166.93560791015625, 2934.913818359375, 995.52685546875]",0.6763990521430969
950,0512,train,"[64.76129150390625, 85.39498901367188, 3807.4580078125, 1815.592041015625]",0.4683380126953125
951,0514,clock,"[266.68780517578125, 251.33042907714844, 3731.468994140625, 1861.302001953125]",0.2719131410121918
952,0517,cell phone,"[565.0021362304688, 10.76861572265625, 3199.32275390625, 2119.914306640625]",0.2730799913406372
953,0518,cell phone,"[2650.63623046875, 2.88336181640625, 3835.1533203125, 2014.903564453125]",0.3487555980682373
954,0518,cell phone,"[376.08270263671875, 67.27890014648438, 3200.306640625, 2142.910400390625]",0.283742219209671
955,0519,cell phone,"[758.688232421875, 31.204193115234375, 3149.461669921875, 1535.1383056640625]",0.5889272689819336
956,0520,car,"[2584.67529296875, 734.850830078125, 3100.9072265625, 1023.49462890625]",0.769398033618927
957,0520,person,"[983.4755859375, 1504.4505615234375, 1530.362060546875, 2149.76708984375]",0.40471649169921875
958,0520,person,"[993.35546875, 1519.37109375, 1534.878173828125, 2137.603271484375]",0.33338049054145813
959,0521,person,"[711.5672607421875, 1207.99072265625, 1771.10009765625, 2141.4052734375]",0.7096093893051147
960,0521,cell phone,"[418.93707275390625, 3.010894775390625, 3558.42333984375, 2052.5791015625]",0.32082462310791016
961,0522,person,"[71.17195129394531, 1277.3992919921875, 1136.539794921875, 2135.623046875]",0.8080282807350159
962,0522,car,"[2208.733642578125, 599.8193359375, 2891.4091796875, 1055.94287109375]",0.42775312066078186
963,0523,cell phone,"[416.1624755859375, 17.5096435546875, 3553.31884765625, 2053.03173828125]",0.7263541221618652
964,0523,person,"[650.34716796875, 1706.794677734375, 950.1197509765625, 2158.3466796875]",0.308020681142807
965,0524,tv,"[260.37213134765625, 0.0, 3829.369140625, 1249.5164794921875]",0.47889915108680725
966,0524,tv,"[255.8170166015625, 0.8345947265625, 3840.0, 1256.0411376953125]",0.3495594263076782
967,0526,tv,"[0.0, 7.2345428466796875, 3636.76171875, 1149.86767578125]",0.34478655457496643
968,0527,cell phone,"[901.4317626953125, 326.019287109375, 3415.8427734375, 2049.630615234375]",0.8078761696815491
969,0527,cell phone,"[0.0, 638.9846801757812, 895.7437133789062, 1653.7708740234375]",0.26872020959854126
970,0528,cell phone,"[889.8995361328125, 329.7831115722656, 3423.42626953125, 2036.1787109375]",0.8396548628807068
971,0528,person,"[912.2697143554688, 1668.243896484375, 1907.103515625, 2148.3798828125]",0.5334867238998413
972,0528,cell phone,"[0.0, 647.9656372070312, 898.5591430664062, 1653.6126708984375]",0.28981804847717285
973,0529,person,"[608.3792724609375, 1048.874755859375, 1756.2392578125, 2139.08203125]",0.8067218065261841
974,0529,tv,"[965.2783813476562, 328.4171142578125, 3422.22216796875, 2028.8499755859375]",0.4137924015522003
975,0529,tv,"[0.12890625, 640.2233276367188, 902.6922607421875, 1631.55615234375]",0.26944780349731445
976,0530,car,"[33.7137451171875, 0.05950927734375, 3840.0, 2002.810302734375]",0.3058467507362366
977,0530,chair,"[62.614288330078125, 55.783447265625, 1220.021728515625, 1137.755615234375]",0.2772378921508789
978,0531,chair,"[356.11602783203125, 67.43719482421875, 1444.9539794921875, 1138.510009765625]",0.28207316994667053
979,0531,chair,"[0.0720062255859375, 569.1307373046875, 1305.0179443359375, 1783.1964111328125]",0.26252201199531555
980,0532,mouse,"[1272.668212890625, 315.6111145019531, 2820.2880859375, 1522.4278564453125]",0.5791744589805603
981,0533,cell phone,"[305.688720703125, 9.1600341796875, 3765.54345703125, 2145.205078125]",0.47416603565216064
982,0533,person,"[1.8986778259277344, 1385.9893798828125, 328.90875244140625, 1883.26220703125]",0.44390878081321716
983,0533,person,"[0.0, 641.2501831054688, 1774.57373046875, 2134.556640625]",0.40351566672325134
984,0534,cell phone,"[26.89910888671875, 6.09722900390625, 3834.785888671875, 2137.9150390625]",0.36110687255859375
985,0534,cell phone,"[1760.757080078125, 657.0494384765625, 2684.92578125, 1615.3662109375]",0.260600745677948
986,0535,car,"[68.001708984375, 0.0, 3807.00830078125, 2007.686279296875]",0.3770369589328766
987,0536,car,"[162.21258544921875, 9.792938232421875, 3830.40673828125, 2149.46142578125]",0.423272967338562
988,0537,cell phone,"[4.57342529296875, 675.1973876953125, 2026.78271484375, 1839.599853515625]",0.5222571492195129
989,0537,cell phone,"[1.49432373046875, 661.5713500976562, 1998.296630859375, 1840.2359619140625]",0.3687394857406616
990,0538,keyboard,"[403.7606506347656, 600.9425659179688, 3809.127685546875, 2134.214111328125]",0.34459376335144043
991,0538,keyboard,"[7.30810546875, 7.619293212890625, 3666.072509765625, 2143.16845703125]",0.2614597976207733
992,0540,suitcase,"[29.775146484375, 44.69732666015625, 3833.25390625, 1957.018798828125]",0.5260805487632751
993,0542,cell phone,"[2390.04248046875, 5.159820556640625, 3840.0, 1561.5443115234375]",0.5873445868492126
994,0543,truck,"[320.94085693359375, 6.272918701171875, 3835.118408203125, 2160.0]",0.47565382719039917
995,0544,truck,"[380.0928955078125, 6.36822509765625, 3832.0908203125, 2155.398681640625]",0.8912075757980347
996,0545,car,"[0.0, 315.53851318359375, 3823.040771484375, 2112.457275390625]",0.9301568865776062
997,0546,car,"[0.0, 2.9150390625, 3824.615478515625, 2141.14111328125]",0.45433878898620605
998,0547,car,"[128.73651123046875, 10.82977294921875, 3837.599853515625, 2139.260498046875]",0.512771487236023
999,0548,truck,"[705.4158325195312, 132.53512573242188, 3701.197265625, 2123.785400390625]",0.6969631314277649
1000,0549,truck,"[693.242919921875, 347.88970947265625, 3032.497802734375, 1648.1202392578125]",0.80708909034729
1001,0550,truck,"[1077.275146484375, 331.3570861816406, 3001.524169921875, 1642.646484375]",0.9156554341316223
1002,0551,truck,"[1334.88134765625, 343.4021301269531, 3101.53076171875, 1662.903076171875]",0.910372257232666
1003,0552,truck,"[1288.65673828125, 355.61407470703125, 3222.908935546875, 1693.22900390625]",0.8685333132743835
1004,0553,truck,"[831.4191284179688, 360.47662353515625, 3181.24072265625, 1712.752685546875]",0.7404671311378479
1005,0554,truck,"[131.095458984375, 439.66009521484375, 3719.70263671875, 2088.45654296875]",0.9014865159988403
1006,0554,person,"[2782.708984375, 468.52239990234375, 3439.45947265625, 1020.093505859375]",0.4263751208782196
1007,0555,truck,"[132.85015869140625, 437.14251708984375, 3714.333984375, 2090.46533203125]",0.9087100625038147
1008,0555,person,"[2913.51123046875, 471.42803955078125, 3427.630859375, 1027.630615234375]",0.8427711129188538
1009,0556,truck,"[127.93157958984375, 437.9656677246094, 3721.9873046875, 2090.570068359375]",0.9052704572677612
1010,0556,person,"[2931.40283203125, 465.01287841796875, 3431.682861328125, 1024.521728515625]",0.8554118275642395
1011,0557,truck,"[114.84173583984375, 437.9993591308594, 3727.52294921875, 2093.07666015625]",0.8987438082695007
1012,0557,person,"[2903.2958984375, 459.6583557128906, 3400.94873046875, 1013.521728515625]",0.8465006351470947
1013,0558,truck,"[114.44073486328125, 438.7822265625, 3724.93603515625, 2093.911376953125]",0.893789529800415
1014,0558,person,"[2928.578125, 468.13897705078125, 3426.217529296875, 1029.221435546875]",0.8463800549507141
1015,0559,truck,"[132.53155517578125, 437.9272155761719, 3720.8798828125, 2089.20703125]",0.9020197987556458
1016,0559,person,"[2941.21630859375, 466.26068115234375, 3415.406982421875, 1012.0270385742188]",0.8203814029693604
